time;p_scr
2026-03-17T19:13:28.755985;0.9388
2026-03-23T18:33:10.864378;0.0772
2026-03-25T14:17:35.884931;0.268
2026-04-02T18:00:56.020886;0.0053
2026-04-12T22:40:34.043551;0.0067
2026-04-12T22:41:35.689800;0.9979
2026-04-30T20:03:26.557041;0.0081
2026-04-30T20:06:02.758150;0.0023
2026-04-30T20:08:08.119955;0.9955
