time;p_scr
2026-03-18T18:05:59.324669;0.9989
2026-03-21T12:58:39.210970;0.3069
2026-03-23T18:34:21.386416;0.0869
2026-03-26T13:07:43.651807;0.0014
2026-03-26T13:08:41.272191;0.9983
2026-03-27T21:42:03.385876;0.2557
2026-05-01T20:59:34.298611;0.0249
2026-05-01T21:03:44.401532;0.0034
2026-05-01T21:05:57.924235;0.9965
2026-05-20T16:50:25.819630;0.0259
