time;p_scr
2026-03-21T16:32:41.436176;0.2427
2026-03-26T13:07:12.777986;0.005
2026-03-26T13:10:06.084149;0.9915
2026-03-27T21:45:49.398047;0.0689
2026-04-06T15:51:47.414162;0.0027
2026-04-06T15:52:32.798914;0.0014
2026-04-07T19:28:29.974333;0.0819
2026-04-22T22:31:08.123832;0.001
2026-04-30T20:04:47.113225;0.0042
