time;p_scr
2026-03-18T22:06:03.755023;0.5035
2026-03-19T15:02:11.884436;0.7128
2026-03-21T22:49:07.760966;0.5388
2026-03-27T21:43:17.321863;0.1486
2026-03-27T21:46:58.485843;0.0815
2026-04-08T19:26:28.822217;0.0524
2026-04-08T19:27:38.430648;0.9986
2026-04-30T20:02:46.698930;0.0158
2026-05-20T16:45:47.872686;0.0221
